650,670,0,1,0.0148704,0.152542,0.000503172,0.000204742,0.0199469,-0.0851231,-0.00481673,0.0171786,0.00603071,-0.0554325,-0.000654903,0.00388758,0.000289852,-0.00357201,-0.00456191,
670,700,0,1,0.0125811,0.131691,0.000414354,0.00034183,0.0199175,-0.0716811,-0.00400981,0.0140143,0.00411558,-0.0464308,-0.000106298,0.00234539,0.000413027,-0.0019571,-0.0033373,
700,750,0,1,0.00817818,0.105222,0.000237523,-0.000110715,0.0171835,-0.0520811,-0.00229098,0.0100229,0.00281176,-0.0338445,0.000475049,-2.00687e-05,-0.000121435,-0.00169868,-0.00323593,
750,800,0,1,0.00542098,0.0791608,6.95965e-05,0.000333003,0.0147224,-0.0356371,-0.0012221,0.00587087,0.00250155,-0.0220966,-0.000564316,-0.00231653,0.00030542,-0.000639616,-0.00208505,
800,850,0,1,0.00380583,0.0602468,9.48814e-05,-2.90574e-05,0.0126079,-0.0248761,-0.00103492,0.0043479,0.000984494,-0.0160422,0.000193723,-0.00178249,-5.63401e-05,-0.00113625,-0.00225305,
850,900,0,1,0.00263614,0.0463319,5.6265e-05,5.93466e-05,0.0113838,-0.0178048,-0.000660165,0.00298165,0.00107992,-0.0107953,-2.41442e-05,-0.0019746,4.857e-05,-0.000465996,-0.00147805,
900,950,0,1,0.00158235,0.0358008,1.02061e-05,2.60642e-05,0.010772,-0.0134363,-0.000267491,0.00199272,0.000586064,-0.00776658,0.000127766,-0.00141211,8.57711e-06,-0.000188452,-0.00129725,
950,1000,0,1,0.00107883,0.027258,1.25068e-05,6.24391e-05,0.00945026,-0.00915705,-0.000144936,0.00140162,-0.00067875,-0.00457758,0.000441156,-0.00162847,-7.25004e-06,0.000107029,-0.00015218,
1000,1100,0,1,0.000785952,0.0193426,1.76587e-05,8.30029e-06,0.00697618,-0.00560092,-0.000174999,0.000831495,0.000221597,-0.00157547,-7.0655e-06,-0.00196513,1.78341e-05,2.64047e-05,-0.000748991,
1100,1200,0,1,0.000426718,0.0120479,8.58156e-06,-1.86146e-05,0.00570057,-0.0031613,-7.28189e-05,0.000423488,9.67459e-05,-0.000130312,6.91639e-05,-0.00130387,-2.15448e-05,-1.63043e-05,-0.000463177,
1200,1300,0,1,0.000252509,0.00734179,1.07173e-05,1.04719e-05,0.00455203,-0.00156757,-7.01757e-05,0.000208746,-1.17965e-05,0.000669642,2.45535e-05,-0.00106261,1.64262e-05,0.000118572,-0.000214857,
1300,1400,0,1,0.000155133,0.00503659,2.80243e-06,-1.09644e-05,0.00346739,-0.00113431,-4.33897e-05,0.000130939,-6.74381e-05,0.000819084,-9.95362e-06,-0.000645549,-1.37712e-05,-9.67266e-05,-0.00027045,
1400,1500,0,1,0.000113263,0.0031872,2.65227e-06,2.23085e-06,0.00286951,-0.000617568,-2.73208e-05,4.71979e-05,-0.000102043,0.000776122,1.25181e-05,-0.000358851,6.46371e-07,9.93553e-06,-0.000110795,
1500,1750,0,1,1.34533e-05,0.00179766,-2.94469e-06,1.23635e-05,0.00200277,-0.000375524,2.0983e-05,4.36245e-05,1.1244e-05,0.000695265,-2.62579e-05,-0.000253454,1.14787e-05,2.53673e-05,-5.5594e-05,
1750,2000,0,1,9.26806e-06,0.000690807,4.36399e-07,-6.38285e-06,0.0011658,-6.35783e-05,-3.23855e-07,6.51302e-06,-7.75289e-06,0.000517834,2.82871e-05,-0.000144663,-9.02025e-06,-3.2985e-06,-2.56723e-05,
2000,5000,0,1,1.68983e-06,3.9961e-05,9.55573e-08,8.18846e-08,0.000150821,-3.42807e-06,-1.17143e-06,-5.07279e-07,-1.19891e-06,5.97249e-05,1.09404e-06,-6.19225e-06,8.05852e-08,-4.06919e-07,-3.43409e-06,
