250,270,0,1,0.0319231,0.110342,0.0218967,0.00954807,0.0205723,-0.119657,-0.0527512,0.0979177,0.0650698,-0.0938398,-0.0354696,0.0506219,0.0288832,-0.0420628,-0.0276322,
270,290,0,1,0.0555496,0.189735,0.0269305,0.011636,0.0326119,-0.206088,-0.0775575,0.142952,0.0948903,-0.156096,-0.0511783,0.0845632,0.035494,-0.0582164,-0.0389882,
290,310,0,1,0.0670781,0.234479,0.0233921,0.00965997,0.0360844,-0.250516,-0.0790713,0.147805,0.0969474,-0.184202,-0.0519839,0.0980848,0.0302342,-0.0582233,-0.0379669,
310,330,0,1,0.0773122,0.270696,0.0194921,0.00779901,0.0368247,-0.289265,-0.0773333,0.144815,0.0916674,-0.202163,-0.0485723,0.108882,0.0246423,-0.0544936,-0.034828,
330,350,0,1,0.0946403,0.314848,0.0173147,0.00668624,0.0367261,-0.345,-0.0808368,0.147585,0.0899868,-0.215012,-0.0491357,0.1178,0.0212832,-0.0502736,-0.0307204,
350,370,0,1,0.127191,0.39034,0.016551,0.00478904,0.0362205,-0.443507,-0.0912775,0.160735,0.0876206,-0.23833,-0.0495114,0.134578,0.0178375,-0.0492283,-0.0266887,
370,390,0,1,0.134709,0.429082,0.014238,0.00336587,0.0353222,-0.474716,-0.0866417,0.156202,0.0776154,-0.245294,-0.0409717,0.133329,0.0139336,-0.0442671,-0.0237493,
390,410,0,1,0.124763,0.434453,0.0113977,0.00320389,0.034735,-0.458451,-0.0736159,0.141345,0.0691782,-0.230821,-0.0362358,0.115103,0.0113858,-0.0384364,-0.0183309,
410,430,0,1,0.112323,0.420863,0.00905789,0.00202581,0.030618,-0.420803,-0.0617119,0.123539,0.0576846,-0.214144,-0.0266347,0.0970154,0.0082428,-0.0320089,-0.017244,
430,450,0,1,0.0972018,0.395232,0.00700336,0.00142788,0.0300135,-0.37463,-0.0502484,0.104672,0.0461141,-0.196743,-0.0182184,0.0806322,0.0059384,-0.0256827,-0.0150502,
450,470,0,1,0.0806979,0.361843,0.00530728,0.00176583,0.029815,-0.325487,-0.0395187,0.0871353,0.0391771,-0.174875,-0.0150054,0.0642121,0.00511183,-0.0204041,-0.0118843,
470,490,0,1,0.0654884,0.328206,0.00390497,0.00118059,0.0263814,-0.276557,-0.0301781,0.0717086,0.0305609,-0.153012,-0.00980815,0.0497546,0.00345525,-0.016421,-0.010677,
490,510,0,1,0.0545575,0.29922,0.00298814,0.000804655,0.025106,-0.239753,-0.0238276,0.0597742,0.0267808,-0.134832,-0.00849792,0.038623,0.0025382,-0.0136844,-0.00977293,
510,530,0,1,0.0447487,0.266028,0.00225829,0.000520308,0.0233848,-0.203013,-0.0187166,0.0489788,0.0201285,-0.119632,-0.00374444,0.0326861,0.00165377,-0.0112756,-0.0096339,
530,550,0,1,0.0370034,0.236774,0.00175292,0.000475026,0.0222779,-0.171476,-0.0148335,0.0403802,0.0169002,-0.101753,-0.00400467,0.0219683,0.00132438,-0.00876764,-0.00717757,
550,570,0,1,0.0298535,0.211735,0.0012962,0.000661096,0.0221146,-0.146838,-0.0114099,0.0332541,0.0116305,-0.0893338,-0.00252173,0.0175826,0.00112334,-0.00695776,-0.00484841,
570,590,0,1,0.0243903,0.188429,0.00101196,0.000413784,0.0198063,-0.124599,-0.00898545,0.0277146,0.0110114,-0.0771145,-0.00237793,0.0135238,0.000809306,-0.00647855,-0.00567266,
590,610,0,1,0.0208427,0.168081,0.00078823,0.000465744,0.018561,-0.10627,-0.00729972,0.0228338,0.0103631,-0.0665156,-0.00240928,0.00917099,0.000797557,-0.00493533,-0.00488178,
610,630,0,1,0.0177262,0.149766,0.000684687,-4.17542e-05,0.0169377,-0.0910165,-0.00645273,0.0192703,0.00743475,-0.0581967,-0.000427976,0.00711242,0.000229856,-0.0041644,-0.00579942,
630,650,0,1,0.014964,0.13176,0.000554686,0.000180641,0.0165149,-0.0772836,-0.00523502,0.0158391,0.00388058,-0.0491459,0.00096458,0.00468488,0.000248021,-0.00223566,-0.00337431,
650,670,0,1,0.0116992,0.118076,0.000388436,0.000315623,0.0163268,-0.0660798,-0.00382988,0.0132615,0.00379163,-0.0422229,-2.11964e-05,0.00220376,0.000355858,-0.00186086,-0.00264799,
670,700,0,1,0.00907967,0.102086,0.000199011,0.000422492,0.0148444,-0.0541056,-0.00248341,0.0100613,0.00424786,-0.036099,-0.000866069,0.00152494,0.000436157,-0.00182903,-0.00273994,
700,750,0,1,0.0064971,0.0818609,0.000183722,-2.20489e-05,0.0137539,-0.040972,-0.00187265,0.00775079,0.0023031,-0.0273885,0.000145475,0.000715069,-3.3207e-05,-0.00162641,-0.00251336,
750,800,0,1,0.00392884,0.0618745,8.14403e-05,-2.7859e-06,0.0115484,-0.0274084,-0.00091638,0.00491344,0.000756243,-0.0179242,0.000484099,-0.00158161,-4.92186e-05,-0.000661131,-0.00175707,
800,850,0,1,0.00266836,0.0466732,2.23566e-05,0.000124739,0.00963987,-0.018891,-0.00050456,0.00320313,0.00160377,-0.0117587,-0.000226828,-0.00199473,0.000120212,-0.000332113,-0.00154181,
850,900,0,1,0.00207447,0.0348952,3.29666e-05,0.000163629,0.00874339,-0.0134397,-0.000516647,0.00207686,0.000619226,-0.00759396,-0.000195421,-0.00181457,0.000158175,-0.000155277,-0.000996642,
900,950,0,1,0.00133051,0.0274518,-2.79573e-06,0.000147754,0.00803668,-0.0101519,-0.000209868,0.00144544,0.000341499,-0.00579054,-0.000104247,-0.00112253,0.000109453,-2.82367e-05,-0.000445586,
950,1000,0,1,0.00101298,0.0212354,2.18207e-05,4.57521e-05,0.00660513,-0.00722977,-0.00023141,0.00113522,0.00029548,-0.00331596,-3.26568e-05,-0.00130576,5.96792e-05,2.67415e-05,-0.000699097,
1000,1100,0,1,0.000472536,0.0149297,-7.36759e-06,1.65249e-05,0.00536245,-0.00435858,1.33447e-08,0.000525978,2.6494e-05,-0.00166139,0.000114133,-0.00106285,-1.41674e-06,1.82497e-05,-0.000481233,
1100,1200,0,1,0.000324012,0.00915921,-1.18672e-06,1.87811e-05,0.00426777,-0.00243497,-6.62878e-05,0.000300709,-0.000188341,0.000107987,0.000120832,-0.00105707,3.86995e-06,9.97123e-05,-0.000269299,
1200,1300,0,1,0.000219756,0.00575041,4.88015e-06,6.20255e-07,0.00345278,-0.00153479,-6.63647e-05,0.00019598,-0.000311701,0.000427357,0.000224537,-0.000553198,-2.01053e-05,1.43732e-05,-0.000131623,
