250.,0.0538434,0.182088,0.04018365,0.066319,0.299886,-0.19807190000000002,-0.09300795,0.1710698,0.21931799999999999,0.46693799999999996,-0.11954844999999997,-0.25418749999999996,0.10340454999999998,0.21989939999999997,0.281606
270.,0.213866,0.733134,0.12190915000000002,0.191702,1.15044,-0.7919869999999999,-0.32249885,0.5972277,0.747924,1.836666,-0.40414315,-0.9924689999999999,0.30567084999999994,0.7486137,0.937548
290.,0.289681,1.00638,0.11790044999999999,0.171985,1.46486,-1.0795890000000001,-0.36906954999999997,0.6876161000000001,0.830595,2.4280100000000004,-0.4455471500000001,-1.3025,0.28478685000000004,0.8303481000000001,1.002615
310.,0.348876,1.21637,0.10327924999999999,0.137057,1.61026,-1.302079,-0.37898075,0.7078585000000002,0.815083,2.7974200000000002,-0.4362103500000001,-1.4989139999999999,0.23779665000000005,0.8152044999999999,0.9383329999999999
330.,0.419207,1.43749,0.09075599999999995,0.106155,1.6748,-1.5508069999999998,-0.389286,0.7221449999999999,0.7793350000000001,3.1022199999999995,-0.42042501500000007,-1.6736270000000002,0.19627098500000018,0.7797950000000001,0.8431250000000001
350.,0.568203,1.79961,0.08633000000000002,0.0817793,1.69397,-2.017614,-0.44136700000000006,0.7877000000000001,0.7645707000000002,3.49091,-0.4280502999999999,-1.953087,0.16799039999999987,0.7647889999999999,0.7435607
370.,0.701966,2.17298,0.08118100000000006,0.063175,1.68625,-2.451683,-0.47383299999999995,0.839932,0.7354249999999998,3.80025,-0.41016549999999996,-2.120877,0.14225949999999987,0.734628,0.6512449999999999
390.,0.710594,2.33882,0.06914100000000012,0.0491209,1.65983,-2.536463,-0.436005,0.8036839999999996,0.6602891,3.84173,-0.3453870000000001,-2.007505,0.11370210000000003,0.6614999999999998,0.5707691000000003
410.,0.65939,2.36423,0.05606699999999998,0.0384681,1.62311,-2.432382,-0.374433,0.727278,0.5717419000000001,3.711899999999999,-0.273386,-1.774604,0.08799590000000002,0.5711560000000001,0.4995619
430.,0.585211,2.30361,0.044282000000000044,0.0303707,1.57953,-2.24071,-0.310669,0.6385959999999996,0.4829593000000001,3.4876699999999996,-0.2092965,-1.5087610000000002,0.06702079999999988,0.48385899999999993,0.4387692999999999
450.,0.506469,2.19148,0.03457850000000007,0.0241696,1.53273,-2.0147809999999997,-0.25308949999999997,0.550533,0.40415040000000024,3.21358,-0.15730450000000007,-1.2514219999999998,0.05075890000000005,0.40306999999999993,0.38399040000000007
470.,0.431867,2.05276,0.026835000000000053,0.0193765,1.48235,-1.785635,-0.204202,0.4692139999999999,0.3342934999999998,2.9251499999999995,-0.11655250000000006,-1.018653,0.038224000000000036,0.33444299999999993,0.3391535
